job_id,salary_bin
JOB-2019-0008338,9
JOB-2019-0010330,6
JOB-2019-0002141,0
JOB-2019-0011632,9
JOB-2019-0020121,7
JOB-2019-0019302,3
JOB-2019-0014531,7
JOB-2019-0011167,8
JOB-2019-0013574,2
JOB-2019-0000421,0
JOB-2019-0007884,2
JOB-2019-0000965,7
JOB-2019-0000105,2
JOB-2019-0011530,4
JOB-2019-0003846,0
JOB-2019-0001715,0
JOB-2019-0017894,4
JOB-2019-0003686,4
JOB-2019-0018781,8
JOB-2019-0008079,3
JOB-2019-0005125,0
JOB-2019-0008197,4
JOB-2019-0018330,7
JOB-2019-0001679,2
JOB-2019-0019318,0
JOB-2019-0019685,8
JOB-2019-0017231,0
JOB-2019-0017619,5
JOB-2019-0010911,9
JOB-2019-0005457,0
JOB-2019-0017107,0
JOB-2019-0012872,1
JOB-2019-0012689,3
JOB-2019-0000887,1
JOB-2019-0015308,2
JOB-2019-0004985,4
JOB-2019-0007276,9
JOB-2019-0007051,2
JOB-2019-0004778,6
JOB-2019-0010261,7
JOB-2019-0013017,4
JOB-2019-0000159,4
JOB-2019-0006329,3
JOB-2019-0010200,1
JOB-2019-0001576,3
JOB-2019-0019587,9
JOB-2019-0002974,4
JOB-2019-0001001,3
JOB-2019-0014196,6
JOB-2019-0005823,9
JOB-2019-0016755,6
JOB-2019-0008433,5
JOB-2019-0012080,2
JOB-2019-0009978,6
JOB-2019-0002533,6
JOB-2019-0013663,6
JOB-2019-0013236,3
JOB-2019-0014849,5
JOB-2019-0014346,3
JOB-2019-0004486,9
JOB-2019-0000164,0
JOB-2019-0007743,3
JOB-2019-0001333,3
JOB-2019-0002359,6
JOB-2019-0008072,3
JOB-2019-0011918,6
JOB-2019-0003769,1
JOB-2019-0006696,9
JOB-2019-0014905,1
JOB-2019-0014530,2
JOB-2019-0003108,0
JOB-2019-0001009,6
JOB-2019-0009488,0
JOB-2019-0013101,4
JOB-2019-0015425,2
JOB-2019-0015887,6
JOB-2019-0018282,6
JOB-2019-0003331,9
JOB-2019-0020100,9
JOB-2019-0009202,6
JOB-2019-0008627,8
JOB-2019-0001559,9
JOB-2019-0017908,2
JOB-2019-0015685,2
JOB-2019-0005902,9
JOB-2019-0020247,9
JOB-2019-0018278,9
JOB-2019-0009485,3
JOB-2019-0019504,1
JOB-2019-0014913,8
JOB-2019-0003773,9
JOB-2019-0017930,4
JOB-2019-0016345,3
JOB-2019-0005601,2
JOB-2019-0012771,1
JOB-2019-0019974,2
JOB-2019-0001531,0
JOB-2019-0008005,1
JOB-2019-0003099,2
JOB-2019-0005178,6
JOB-2019-0009478,6
JOB-2019-0004971,2
JOB-2019-0009870,2
JOB-2019-0002867,6
JOB-2019-0016520,8
JOB-2019-0006589,4
JOB-2019-0017679,9
JOB-2019-0000452,9
JOB-2019-0019401,9
JOB-2019-0003006,8
JOB-2019-0000532,7
JOB-2019-0012115,9
JOB-2019-0015000,4
JOB-2019-0018546,1
JOB-2019-0018445,6
JOB-2019-0004222,9
JOB-2019-0015692,9
JOB-2019-0006248,4
JOB-2019-0017445,3
JOB-2019-0015278,0
JOB-2019-0011582,1
JOB-2019-0020199,6
JOB-2019-0013838,8
JOB-2019-0010803,8
JOB-2019-0001878,9
JOB-2019-0004141,7
JOB-2019-0005737,7
JOB-2019-0013212,3
JOB-2019-0019578,3
JOB-2019-0008525,3
JOB-2019-0003766,4
JOB-2019-0004593,2
JOB-2019-0007983,7
JOB-2019-0002150,0
JOB-2019-0011351,9
JOB-2019-0013859,7
JOB-2019-0005927,3
JOB-2019-0006106,2
JOB-2019-0014681,9
JOB-2019-0000867,0
JOB-2019-0016266,2
JOB-2019-0010183,0
JOB-2019-0009099,5
JOB-2019-0010106,9
JOB-2019-0011343,9
JOB-2019-0010927,9
JOB-2019-0010334,9
JOB-2019-0013223,2
JOB-2019-0007820,0
JOB-2019-0020141,8
JOB-2019-0001258,3
JOB-2019-0014948,0
JOB-2019-0017584,8
JOB-2019-0016141,0
JOB-2019-0019110,1
JOB-2019-0001458,9
JOB-2019-0012870,9
JOB-2019-0013077,9
JOB-2019-0000907,4
JOB-2019-0010660,9
JOB-2019-0004962,0
JOB-2019-0017549,0
JOB-2019-0002603,4
JOB-2019-0005172,9
JOB-2019-0008166,4
JOB-2019-0007356,9
JOB-2019-0000578,3
JOB-2019-0013514,4
JOB-2019-0001259,9
JOB-2019-0011750,1
JOB-2019-0018275,7
JOB-2019-0015712,0
JOB-2019-0018726,3
JOB-2019-0018873,0
JOB-2019-0019522,8
JOB-2019-0014245,6
JOB-2019-0000227,9
JOB-2019-0002328,0
JOB-2019-0017688,0
JOB-2019-0008046,3
JOB-2019-0010659,6
JOB-2019-0008087,0
JOB-2019-0003303,2
JOB-2019-0001512,9
JOB-2019-0019598,9
JOB-2019-0000308,4
JOB-2019-0015572,6
JOB-2019-0008503,9
JOB-2019-0018538,6
JOB-2019-0010788,6
JOB-2019-0002112,3
JOB-2019-0007604,2
JOB-2019-0007661,4
JOB-2019-0005951,4
JOB-2019-0011954,6
JOB-2019-0012458,5
JOB-2019-0014801,1
JOB-2019-0011098,0
JOB-2019-0002455,6
JOB-2019-0002827,1
JOB-2019-0016347,6
JOB-2019-0003956,9
JOB-2019-0000973,4
JOB-2019-0008343,4
JOB-2019-0017617,0
JOB-2019-0016608,0
JOB-2019-0014143,2
JOB-2019-0019584,9
JOB-2019-0001260,6
JOB-2019-0019381,9
JOB-2019-0012099,7
JOB-2019-0016870,4
JOB-2019-0010242,6
JOB-2019-0007792,9
JOB-2019-0001708,6
JOB-2019-0005571,3
JOB-2019-0015413,2
JOB-2019-0006390,9
JOB-2019-0000803,0
JOB-2019-0006163,0
JOB-2019-0020240,9
JOB-2019-0006993,9
JOB-2019-0005928,3
JOB-2019-0001327,4
JOB-2019-0017038,3
JOB-2019-0009660,6
JOB-2019-0010672,3
JOB-2019-0014947,3
JOB-2019-0012345,3
JOB-2019-0004674,3
JOB-2019-0006798,6
JOB-2019-0013330,6
JOB-2019-0000933,6
JOB-2019-0010429,9
JOB-2019-0007536,4
JOB-2019-0015422,9
JOB-2019-0002701,0
JOB-2019-0002461,1
JOB-2019-0016254,9
JOB-2019-0009247,7
JOB-2019-0002053,2
JOB-2019-0009412,9
JOB-2019-0012511,3
JOB-2019-0000078,1
JOB-2019-0015202,3
JOB-2019-0000905,6
JOB-2019-0006515,2
JOB-2019-0001757,0
JOB-2019-0013437,6
JOB-2019-0011676,1
JOB-2019-0006672,6
JOB-2019-0017143,9
JOB-2019-0011204,9
JOB-2019-0017881,9
JOB-2019-0015207,9
JOB-2019-0002168,1
JOB-2019-0014768,7
JOB-2019-0017013,0
JOB-2019-0013331,2
JOB-2019-0007822,0
JOB-2019-0012271,3
JOB-2019-0010585,2
JOB-2019-0019631,0
JOB-2019-0011382,1
JOB-2019-0000344,2
JOB-2019-0001380,4
JOB-2019-0002273,9
JOB-2019-0003972,6
JOB-2019-0000835,0
JOB-2019-0012403,8
JOB-2019-0011595,8
JOB-2019-0014498,2
JOB-2019-0009031,6
JOB-2019-0001321,2
JOB-2019-0013573,3
JOB-2019-0012008,3
JOB-2019-0003358,0
JOB-2019-0004936,0
JOB-2019-0000671,0
JOB-2019-0010219,1
JOB-2019-0007651,1
JOB-2019-0001366,9
JOB-2019-0003289,3
JOB-2019-0014416,3
JOB-2019-0019976,9
JOB-2019-0009338,4
JOB-2019-0010174,8
JOB-2019-0014543,5
JOB-2019-0009366,0
JOB-2019-0009075,4
JOB-2019-0011192,8
JOB-2019-0000508,2
JOB-2019-0006069,3
JOB-2019-0002332,0
JOB-2019-0007640,6
JOB-2019-0016919,0
JOB-2019-0011998,9
JOB-2019-0012819,6
JOB-2019-0003131,6
JOB-2019-0017996,4
JOB-2019-0017355,9
JOB-2019-0018227,6
JOB-2019-0002169,0
JOB-2019-0000645,9
JOB-2019-0008305,1
JOB-2019-0002530,9
JOB-2019-0016297,4
JOB-2019-0006692,9
JOB-2019-0013348,8
JOB-2019-0010086,9
JOB-2019-0018167,6
JOB-2019-0011693,2
JOB-2019-0001476,1
JOB-2019-0007671,6
JOB-2019-0001414,2
JOB-2019-0018253,1
JOB-2019-0000596,6
JOB-2019-0009757,0
JOB-2019-0013887,9
JOB-2019-0001098,0
JOB-2019-0017310,4
JOB-2019-0012873,0
JOB-2019-0019038,6
JOB-2019-0003349,3
JOB-2019-0002572,9
JOB-2019-0005868,1
JOB-2019-0001956,1
JOB-2019-0010273,4
JOB-2019-0010493,8
JOB-2019-0009806,4
JOB-2019-0012936,2
JOB-2019-0009276,0
JOB-2019-0006847,2
JOB-2019-0009140,8
JOB-2019-0009814,6
JOB-2019-0002444,2
JOB-2019-0004525,4
JOB-2019-0000236,9
JOB-2019-0009974,0
JOB-2019-0016386,2
JOB-2019-0017715,3
JOB-2019-0002350,7
JOB-2019-0013422,2
JOB-2019-0001118,9
JOB-2019-0009520,9
JOB-2019-0012736,9
JOB-2019-0014117,3
JOB-2019-0011289,2
JOB-2019-0014984,9
JOB-2019-0019345,2
JOB-2019-0001767,0
JOB-2019-0001303,9
JOB-2019-0001859,4
JOB-2019-0016107,0
JOB-2019-0005387,6
JOB-2019-0004116,9
JOB-2019-0003637,9
JOB-2019-0016330,3
JOB-2019-0004669,3
JOB-2019-0008066,9
JOB-2019-0006943,4
JOB-2019-0005080,5
JOB-2019-0014271,9
JOB-2019-0013798,9
JOB-2019-0006790,9
JOB-2019-0012590,3
JOB-2019-0017189,6
JOB-2019-0002134,2
JOB-2019-0005673,9
JOB-2019-0014422,9
JOB-2019-0007085,6
JOB-2019-0015112,9
JOB-2019-0018925,8
JOB-2019-0015847,9
JOB-2019-0014074,5
JOB-2019-0006858,0
JOB-2019-0000001,8
JOB-2019-0014560,3
JOB-2019-0005527,9
JOB-2019-0019743,3
JOB-2019-0018996,1
JOB-2019-0005207,1
JOB-2019-0018336,0
JOB-2019-0003406,9
JOB-2019-0001285,3
JOB-2019-0002213,6
JOB-2019-0007872,0
JOB-2019-0010149,6
JOB-2019-0004672,7
JOB-2019-0011945,1
JOB-2019-0003246,0
JOB-2019-0001077,9
JOB-2019-0013678,0
JOB-2019-0007305,3
JOB-2019-0001824,6
JOB-2019-0001404,9
JOB-2019-0004637,9
JOB-2019-0014239,4
JOB-2019-0004908,6
JOB-2019-0001720,2
JOB-2019-0005263,0
JOB-2019-0000792,1
JOB-2019-0012405,9
JOB-2019-0000912,7
JOB-2019-0001455,9
JOB-2019-0009798,3
JOB-2019-0016371,0
JOB-2019-0011556,7
JOB-2019-0006129,3
JOB-2019-0002270,9
JOB-2019-0008275,2
JOB-2019-0012701,9
JOB-2019-0002178,6
JOB-2019-0011976,9
JOB-2019-0020015,3
JOB-2019-0008664,6
JOB-2019-0014085,4
JOB-2019-0006017,6
JOB-2019-0017708,6
JOB-2019-0011837,9
JOB-2019-0019222,6
JOB-2019-0016581,2
JOB-2019-0002385,4
JOB-2019-0018522,9
JOB-2019-0012587,0
JOB-2019-0020006,8
JOB-2019-0002276,0
JOB-2019-0013555,2
JOB-2019-0001964,2
JOB-2019-0016486,9
JOB-2019-0012385,2
JOB-2019-0014514,2
JOB-2019-0016098,6
JOB-2019-0005518,0
JOB-2019-0017682,9
JOB-2019-0004955,9
JOB-2019-0005715,6
JOB-2019-0006516,9
JOB-2019-0001284,3
JOB-2019-0011742,9
JOB-2019-0007891,5
JOB-2019-0011478,4
JOB-2019-0012952,0
JOB-2019-0017423,9
JOB-2019-0003710,6
JOB-2019-0004277,8
JOB-2019-0002993,2
JOB-2019-0015214,0
JOB-2019-0010711,0
JOB-2019-0014668,3
JOB-2019-0005726,9
JOB-2019-0003939,0
JOB-2019-0005655,3
JOB-2019-0014383,2
JOB-2019-0004224,0
JOB-2019-0002569,1
JOB-2019-0011244,0
JOB-2019-0004999,2
JOB-2019-0011739,9
JOB-2019-0013722,2
JOB-2019-0010501,6
JOB-2019-0003164,9
JOB-2019-0007840,3
JOB-2019-0014432,7
JOB-2019-0008161,2
JOB-2019-0010669,9
JOB-2019-0004803,7
JOB-2019-0015397,2
JOB-2019-0017869,8
JOB-2019-0013486,1
JOB-2019-0011649,9
JOB-2019-0008556,3
JOB-2019-0006109,9
JOB-2019-0001563,0
JOB-2019-0004155,0
JOB-2019-0002671,9
JOB-2019-0019310,9
JOB-2019-0019096,3
JOB-2019-0017922,3
JOB-2019-0018984,1
JOB-2019-0007762,9
JOB-2019-0003555,1
JOB-2019-0019555,2
JOB-2019-0015477,6
JOB-2019-0018311,8
JOB-2019-0019185,3
JOB-2019-0000547,4
JOB-2019-0009477,2
JOB-2019-0003981,8
JOB-2019-0006817,3
JOB-2019-0013407,0
JOB-2019-0000146,6
JOB-2019-0007064,6
JOB-2019-0012845,7
JOB-2019-0005874,0
JOB-2019-0006333,9
JOB-2019-0014730,6
JOB-2019-0013275,5
JOB-2019-0000376,3
JOB-2019-0010582,4
JOB-2019-0019022,3
JOB-2019-0009130,0
JOB-2019-0013832,5
JOB-2019-0020058,6
JOB-2019-0000162,6
JOB-2019-0018926,7
JOB-2019-0019270,6
JOB-2019-0015784,0
JOB-2019-0018760,0
JOB-2019-0001807,0
JOB-2019-0008825,3
JOB-2019-0008247,0
JOB-2019-0009573,9
JOB-2019-0016423,2
JOB-2019-0012524,9
JOB-2019-0004779,0
JOB-2019-0010207,2
JOB-2019-0013461,6
JOB-2019-0018886,3
JOB-2019-0012900,4
JOB-2019-0009033,9
JOB-2019-0003149,6
JOB-2019-0006923,0
JOB-2019-0004558,4
JOB-2019-0007681,8
JOB-2019-0013819,8
JOB-2019-0002831,6
JOB-2019-0000918,9
JOB-2019-0015085,9
JOB-2019-0002211,6
JOB-2019-0015677,9
JOB-2019-0008840,9
JOB-2019-0007021,4
JOB-2019-0018624,6
JOB-2019-0009246,9
JOB-2019-0013871,0
JOB-2019-0001509,7
JOB-2019-0005296,9
JOB-2019-0017501,9
JOB-2019-0006740,3
JOB-2019-0019228,3
JOB-2019-0000930,0
JOB-2019-0011047,7
JOB-2019-0005936,6
JOB-2019-0011826,0
JOB-2019-0015158,4
JOB-2019-0001958,0
JOB-2019-0019118,9
JOB-2019-0003288,4
JOB-2019-0012100,4
JOB-2019-0006147,0
JOB-2019-0011004,8
JOB-2019-0006004,4
JOB-2019-0004255,6
JOB-2019-0016279,8
JOB-2019-0018340,9
JOB-2019-0000738,8
JOB-2019-0010189,6
JOB-2019-0016467,3
JOB-2019-0017098,1
JOB-2019-0003625,1
JOB-2019-0002501,0
JOB-2019-0005764,6
JOB-2019-0016901,8
JOB-2019-0018908,3
JOB-2019-0014854,6
JOB-2019-0004622,0
JOB-2019-0006702,6
JOB-2019-0001002,6
JOB-2019-0002843,3
JOB-2019-0007266,6
JOB-2019-0012190,1
JOB-2019-0003851,9
JOB-2019-0014333,9
JOB-2019-0016310,9
JOB-2019-0002996,0
JOB-2019-0016157,4
JOB-2019-0015152,9
JOB-2019-0006406,0
JOB-2019-0006083,0
JOB-2019-0004044,9
JOB-2019-0003476,2
JOB-2019-0008803,9
JOB-2019-0009558,9
JOB-2019-0000858,6
JOB-2019-0006940,0
JOB-2019-0006789,8
JOB-2019-0018157,2
JOB-2019-0015566,9
JOB-2019-0005790,5
JOB-2019-0002938,7
JOB-2019-0004420,3
JOB-2019-0016548,0
JOB-2019-0019588,6
JOB-2019-0003110,6
JOB-2019-0015412,3
JOB-2019-0018030,4
JOB-2019-0018482,9
JOB-2019-0013635,4
JOB-2019-0003350,6
JOB-2019-0019608,9
JOB-2019-0018493,1
JOB-2019-0011263,0
JOB-2019-0005168,3
JOB-2019-0004458,3
JOB-2019-0006607,3
JOB-2019-0003184,3
JOB-2019-0010998,9
JOB-2019-0016797,8
JOB-2019-0004248,7
JOB-2019-0000408,4
JOB-2019-0000266,3
JOB-2019-0011933,3
JOB-2019-0005863,4
JOB-2019-0009929,0
JOB-2019-0017985,3
JOB-2019-0019301,1
JOB-2019-0015931,9
JOB-2019-0004074,6
JOB-2019-0019323,4
JOB-2019-0006462,4
JOB-2019-0013018,5
JOB-2019-0007747,9
JOB-2019-0010246,2
JOB-2019-0018512,9
JOB-2019-0003125,3
JOB-2019-0014540,1
JOB-2019-0005822,9
JOB-2019-0006312,9
JOB-2019-0014283,0
JOB-2019-0012158,0
JOB-2019-0014184,3
JOB-2019-0005278,9
JOB-2019-0013980,8
JOB-2019-0012560,8
JOB-2019-0013738,9
JOB-2019-0005692,3
JOB-2019-0013951,6
JOB-2019-0018634,0
JOB-2019-0001345,6
JOB-2019-0008573,9
JOB-2019-0009810,7
JOB-2019-0018240,0
JOB-2019-0018654,1
JOB-2019-0012061,9
JOB-2019-0015909,9
JOB-2019-0011746,3
JOB-2019-0018326,4
JOB-2019-0007405,6
JOB-2019-0006836,2
JOB-2019-0016140,0
JOB-2019-0008360,3
JOB-2019-0005306,7
JOB-2019-0013799,2
JOB-2019-0015798,7
JOB-2019-0020221,8
JOB-2019-0013669,9
JOB-2019-0004927,2
JOB-2019-0014339,2
JOB-2019-0010017,0
JOB-2019-0016036,9
JOB-2019-0015257,6
JOB-2019-0016492,8
JOB-2019-0000592,2
JOB-2019-0019076,9
JOB-2019-0011580,3
JOB-2019-0004609,9
JOB-2019-0001691,2
JOB-2019-0000319,0
JOB-2019-0018356,9
JOB-2019-0019390,1
JOB-2019-0006011,6
JOB-2019-0008242,9
JOB-2019-0019763,4
JOB-2019-0005891,9
JOB-2019-0004298,6
JOB-2019-0011217,6
JOB-2019-0016067,6
JOB-2019-0004602,9
JOB-2019-0015265,3
JOB-2019-0017322,1
JOB-2019-0004020,2
JOB-2019-0015262,2
JOB-2019-0012924,1
JOB-2019-0001142,2
JOB-2019-0009188,9
JOB-2019-0003185,8
JOB-2019-0016623,9
JOB-2019-0020220,3
JOB-2019-0004572,1
JOB-2019-0000303,3
JOB-2019-0000970,8
JOB-2019-0014891,1
JOB-2019-0015406,2
JOB-2019-0013478,9
JOB-2019-0005509,9
JOB-2019-0002482,8
JOB-2019-0006182,6
JOB-2019-0012425,3
JOB-2019-0001177,6
JOB-2019-0002858,0
JOB-2019-0013667,2
JOB-2019-0013808,4
JOB-2019-0019689,3
JOB-2019-0009982,9
JOB-2019-0013969,1
JOB-2019-0011270,1
JOB-2019-0019798,6
JOB-2019-0017133,9
JOB-2019-0000393,3
JOB-2019-0004065,1
JOB-2019-0009379,4
JOB-2019-0018322,4
JOB-2019-0017659,6
JOB-2019-0001985,9
JOB-2019-0002283,0
JOB-2019-0013432,2
JOB-2019-0014749,0
JOB-2019-0013849,2
JOB-2019-0001067,8
JOB-2019-0009077,1
JOB-2019-0003102,0
JOB-2019-0001678,0
JOB-2019-0003295,9
JOB-2019-0001203,9
JOB-2019-0005100,6
JOB-2019-0016252,0
JOB-2019-0010388,0
JOB-2019-0000072,7
JOB-2019-0000606,9
JOB-2019-0008838,4
JOB-2019-0010726,5
JOB-2019-0008886,1
JOB-2019-0009221,0
JOB-2019-0013444,6
JOB-2019-0007471,9
JOB-2019-0002507,9
JOB-2019-0017451,0
JOB-2019-0004752,0
JOB-2019-0011307,3
JOB-2019-0014102,3
JOB-2019-0018302,0
JOB-2019-0005846,0
JOB-2019-0019195,4
JOB-2019-0012126,2
JOB-2019-0013051,9
JOB-2019-0016348,3
JOB-2019-0003629,0
JOB-2019-0009050,7
JOB-2019-0001904,9
JOB-2019-0000708,4
JOB-2019-0009539,3
JOB-2019-0017068,2
JOB-2019-0006511,4
JOB-2019-0015095,0
JOB-2019-0001941,4
JOB-2019-0012360,5
JOB-2019-0019901,1
JOB-2019-0000156,1
JOB-2019-0016691,4
JOB-2019-0000131,1
JOB-2019-0012617,0
JOB-2019-0006910,1
JOB-2019-0015285,9
JOB-2019-0016389,2
JOB-2019-0003860,9
JOB-2019-0007176,1
JOB-2019-0003896,4
JOB-2019-0002193,0
JOB-2019-0003801,8
JOB-2019-0010775,0
JOB-2019-0002452,6
JOB-2019-0000214,6
JOB-2019-0000494,9
JOB-2019-0019172,8
JOB-2019-0005011,9
JOB-2019-0009908,4
JOB-2019-0003050,9
JOB-2019-0001470,3
JOB-2019-0012191,6
JOB-2019-0008053,9
JOB-2019-0006143,1
JOB-2019-0019236,3
JOB-2019-0005421,6
JOB-2019-0002473,6
JOB-2019-0009103,9
JOB-2019-0008604,3
JOB-2019-0004919,8
JOB-2019-0002854,4
JOB-2019-0006413,3
JOB-2019-0016932,1
JOB-2019-0015761,4
JOB-2019-0011812,0
JOB-2019-0019437,6
JOB-2019-0015970,6
JOB-2019-0007894,9
JOB-2019-0014079,0
JOB-2019-0012101,0
JOB-2019-0019966,4
JOB-2019-0015853,9
JOB-2019-0007818,4
JOB-2019-0007227,9
JOB-2019-0003518,3
JOB-2019-0017552,6
JOB-2019-0011647,0
JOB-2019-0016353,2
JOB-2019-0009032,9
JOB-2019-0014660,0
JOB-2019-0019507,2
JOB-2019-0013959,6
JOB-2019-0010474,1
JOB-2019-0019091,6
JOB-2019-0001143,9
JOB-2019-0002908,2
JOB-2019-0019181,4
JOB-2019-0006540,1
JOB-2019-0005061,1
JOB-2019-0014318,1
JOB-2019-0003810,9
JOB-2019-0011095,0
JOB-2019-0005369,8
JOB-2019-0015765,3
JOB-2019-0019120,4
JOB-2019-0010859,0
JOB-2019-0004498,1
JOB-2019-0017800,1
JOB-2019-0020242,3
JOB-2019-0017393,7
JOB-2019-0012154,8
JOB-2019-0005436,0
JOB-2019-0008266,1
JOB-2019-0017919,8
JOB-2019-0012123,6
JOB-2019-0001412,1
JOB-2019-0007815,8
JOB-2019-0002779,0
JOB-2019-0002781,6
JOB-2019-0018400,0
JOB-2019-0015492,4
JOB-2019-0016722,9
JOB-2019-0019044,1
JOB-2019-0006952,1
JOB-2019-0001845,4
JOB-2019-0016982,9
JOB-2019-0008471,6
JOB-2019-0019889,6
JOB-2019-0015656,2
JOB-2019-0014872,8
JOB-2019-0015475,0
JOB-2019-0018175,0
JOB-2019-0003604,0
JOB-2019-0016677,0
JOB-2019-0006381,9
JOB-2019-0006417,9
JOB-2019-0019846,9
JOB-2019-0018770,6
JOB-2019-0011394,9
JOB-2019-0020189,1
JOB-2019-0012424,9
JOB-2019-0014867,3
JOB-2019-0000873,6
JOB-2019-0016704,9
JOB-2019-0012947,0
JOB-2019-0018815,0
JOB-2019-0006407,6
JOB-2019-0004584,4
JOB-2019-0014656,6
JOB-2019-0005497,7
JOB-2019-0005405,2
JOB-2019-0002457,0
JOB-2019-0007864,6
JOB-2019-0011542,7
JOB-2019-0009047,1
JOB-2019-0010935,0
JOB-2019-0008208,2
JOB-2019-0011422,1
JOB-2019-0012770,6
JOB-2019-0014901,1
JOB-2019-0001138,9
JOB-2019-0001953,9
JOB-2019-0014582,2
JOB-2019-0002951,6
JOB-2019-0015225,6
JOB-2019-0014264,4
JOB-2019-0010153,1
JOB-2019-0001847,6
JOB-2019-0007621,4
JOB-2019-0004385,9
JOB-2019-0014041,0
JOB-2019-0012742,6
JOB-2019-0002590,6
JOB-2019-0018106,8
JOB-2019-0015836,1
JOB-2019-0002625,7
JOB-2019-0012177,0
JOB-2019-0001076,1
JOB-2019-0019473,2
JOB-2019-0002280,0
JOB-2019-0003603,0
JOB-2019-0001183,6
JOB-2019-0001938,2
JOB-2019-0005275,2
JOB-2019-0011058,2
JOB-2019-0019344,0
JOB-2019-0001427,1
JOB-2019-0013305,1
JOB-2019-0003562,4
JOB-2019-0013928,9
JOB-2019-0007429,0
JOB-2019-0006256,9
JOB-2019-0002125,0
JOB-2019-0015320,1
JOB-2019-0007186,9
JOB-2019-0015581,2
JOB-2019-0006746,9
JOB-2019-0005844,9
JOB-2019-0019932,9
JOB-2019-0008304,0
JOB-2019-0004823,8
JOB-2019-0000022,3
JOB-2019-0007941,9
JOB-2019-0016695,8
JOB-2019-0019671,0
JOB-2019-0008962,1
JOB-2019-0007374,3
JOB-2019-0013812,9
JOB-2019-0010924,6
JOB-2019-0007126,9
JOB-2019-0010573,7
JOB-2019-0005403,0
JOB-2019-0001027,9
JOB-2019-0007504,4
JOB-2019-0007093,9
JOB-2019-0004566,1
JOB-2019-0012026,6
JOB-2019-0011519,2
JOB-2019-0007697,2
JOB-2019-0001195,9
JOB-2019-0006140,6
JOB-2019-0008811,4
JOB-2019-0010601,9
JOB-2019-0010794,8
JOB-2019-0008283,3
JOB-2019-0015089,2
JOB-2019-0019346,6
JOB-2019-0016547,9
JOB-2019-0010722,2
JOB-2019-0000581,3
JOB-2019-0014882,0
JOB-2019-0011030,4
JOB-2019-0006007,6
JOB-2019-0012121,3
JOB-2019-0007200,9
JOB-2019-0015939,9
JOB-2019-0015934,2
JOB-2019-0015352,3
JOB-2019-0015160,6
JOB-2019-0006207,2
JOB-2019-0008776,1
JOB-2019-0012096,1
JOB-2019-0019215,2
JOB-2019-0019780,0
JOB-2019-0009995,4
JOB-2019-0017162,5
JOB-2019-0016907,7
JOB-2019-0005685,9
JOB-2019-0002465,8
JOB-2019-0006630,3
JOB-2019-0016657,3
JOB-2019-0016147,0
JOB-2019-0009924,2
JOB-2019-0016012,1
JOB-2019-0007376,9
JOB-2019-0001079,0
